	Chr	Pos	PhyloP	Strand	EnsemblID
12698	chr6	36269916	-0.366000	+	ENSG00000180316
12699	chr6	36269917	0.174000	+	ENSG00000180316
12700	chr6	36269918	-1.443000	+	ENSG00000180316
12701	chr6	36269919	0.243000	+	ENSG00000180316
12702	chr6	36269920	-0.010000	+	ENSG00000180316
12703	chr6	36269921	-0.444000	+	ENSG00000180316
12704	chr6	36269922	1.231000	+	ENSG00000180316
12705	chr6	36269923	0.409000	+	ENSG00000180316
12706	chr6	36269924	0.607000	+	ENSG00000180316
12707	chr6	36269925	-0.030000	+	ENSG00000180316
12708	chr6	36269926	-0.800000	+	ENSG00000180316
12709	chr6	36269927	-2.226000	+	ENSG00000180316
12710	chr6	36269928	-1.290000	+	ENSG00000180316
12711	chr6	36269929	-1.537000	+	ENSG00000180316
12712	chr6	36269930	-0.017000	+	ENSG00000180316
12713	chr6	36269931	2.123000	+	ENSG00000180316
12714	chr6	36269932	-2.135000	+	ENSG00000180316
12715	chr6	36269933	0.737000	+	ENSG00000180316
12716	chr6	36269934	-0.811000	+	ENSG00000180316
12717	chr6	36269935	-0.592000	+	ENSG00000180316
12718	chr6	36269936	0.303000	+	ENSG00000180316
12719	chr6	36269937	-0.783000	+	ENSG00000180316
12720	chr6	36269938	-0.237000	+	ENSG00000180316
12721	chr6	36269939	-0.060000	+	ENSG00000180316
12722	chr6	36269940	0.837000	+	ENSG00000180316
12723	chr6	36269941	0.193000	+	ENSG00000180316
12724	chr6	36269942	-0.056000	+	ENSG00000180316
12725	chr6	36269943	1.371000	+	ENSG00000180316
12726	chr6	36269944	0.089000	+	ENSG00000180316
12727	chr6	36269945	0.120000	+	ENSG00000180316
12728	chr6	36269946	-0.758000	+	ENSG00000180316
12729	chr6	36269947	-0.239000	+	ENSG00000180316
12730	chr6	36269948	-0.202000	+	ENSG00000180316
12731	chr6	36269949	0.369000	+	ENSG00000180316
12732	chr6	36269950	-0.132000	+	ENSG00000180316
12733	chr6	36269951	-0.031000	+	ENSG00000180316
12734	chr6	36269952	-2.735000	+	ENSG00000180316
12735	chr6	36269953	-0.434000	+	ENSG00000180316
12736	chr6	36269954	0.058000	+	ENSG00000180316
12737	chr6	36269955	0.175000	+	ENSG00000180316
12738	chr6	36269956	-0.942000	+	ENSG00000180316
12739	chr6	36269957	0.415000	+	ENSG00000180316
12740	chr6	36269958	0.810000	+	ENSG00000180316
12741	chr6	36269959	0.527000	+	ENSG00000180316
12742	chr6	36269960	-0.826000	+	ENSG00000180316
12743	chr6	36269961	-1.504000	+	ENSG00000180316
12744	chr6	36269962	0.191000	+	ENSG00000180316
12745	chr6	36269963	0.539000	+	ENSG00000180316
12746	chr6	36269964	-0.667000	+	ENSG00000180316
12747	chr6	36269965	0.130000	+	ENSG00000180316
12748	chr6	36269966	-0.654000	+	ENSG00000180316
12749	chr6	36269967	-0.426000	+	ENSG00000180316
12750	chr6	36269968	0.320000	+	ENSG00000180316
12751	chr6	36269969	-0.363000	+	ENSG00000180316
12752	chr6	36269970	0.843000	+	ENSG00000180316
12753	chr6	36269971	-0.268000	+	ENSG00000180316
12754	chr6	36269972	1.011000	+	ENSG00000180316
12755	chr6	36269973	0.620000	+	ENSG00000180316
12756	chr6	36269974	-0.092000	+	ENSG00000180316
12757	chr6	36269975	-0.085000	+	ENSG00000180316
12758	chr6	36269976	-3.323000	+	ENSG00000180316
12759	chr6	36269977	-0.746000	+	ENSG00000180316
12760	chr6	36269978	0.648000	+	ENSG00000180316
12761	chr6	36269979	1.929000	+	ENSG00000180316
12762	chr6	36269980	-0.368000	+	ENSG00000180316
12763	chr6	36269981	-0.283000	+	ENSG00000180316
12764	chr6	36269982	-0.435000	+	ENSG00000180316
12765	chr6	36269983	-0.002000	+	ENSG00000180316
12766	chr6	36269984	0.004000	+	ENSG00000180316
12767	chr6	36269985	0.023000	+	ENSG00000180316
12768	chr6	36269986	0.882000	+	ENSG00000180316
12769	chr6	36269987	0.818000	+	ENSG00000180316
12770	chr6	36269988	0.739000	+	ENSG00000180316
12771	chr6	36269989	0.346000	+	ENSG00000180316
12772	chr6	36269990	0.200000	+	ENSG00000180316
12773	chr6	36269991	-0.807000	+	ENSG00000180316
12774	chr6	36269992	0.024000	+	ENSG00000180316
12775	chr6	36269993	-0.168000	+	ENSG00000180316
12776	chr6	36269994	0.120000	+	ENSG00000180316
12777	chr6	36269995	0.003000	+	ENSG00000180316
12778	chr6	36269996	-0.696000	+	ENSG00000180316
12779	chr6	36269997	-1.097000	+	ENSG00000180316
12780	chr6	36269998	-0.057000	+	ENSG00000180316
12781	chr6	36269999	-0.844000	+	ENSG00000180316
12782	chr6	36270000	-0.038000	+	ENSG00000180316
12783	chr6	36270001	-1.181000	+	ENSG00000180316
12784	chr6	36270002	-0.312000	+	ENSG00000180316
12785	chr6	36270003	0.125000	+	ENSG00000180316
12786	chr6	36270004	-0.488000	+	ENSG00000180316
12787	chr6	36270005	0.226000	+	ENSG00000180316
12788	chr6	36270006	-0.192000	+	ENSG00000180316
12789	chr6	36270007	-0.257000	+	ENSG00000180316
12790	chr6	36270008	-0.135000	+	ENSG00000180316
12791	chr6	36270009	-0.154000	+	ENSG00000180316
12792	chr6	36270010	-0.618000	+	ENSG00000180316
12793	chr6	36270011	-2.014000	+	ENSG00000180316
12794	chr6	36270012	0.779000	+	ENSG00000180316
12795	chr6	36270013	-1.207000	+	ENSG00000180316
12796	chr6	36270014	-0.095000	+	ENSG00000180316
12797	chr6	36270015	0.668000	+	ENSG00000180316
12798	chr6	36270016	-0.757000	+	ENSG00000180316
12799	chr6	36270017	0.419000	+	ENSG00000180316
12800	chr6	36270018	0.208000	+	ENSG00000180316
12801	chr6	36270019	-0.233000	+	ENSG00000180316
12802	chr6	36270020	0.414000	+	ENSG00000180316
12803	chr6	36270021	0.159000	+	ENSG00000180316
12804	chr6	36270022	-0.412000	+	ENSG00000180316
12805	chr6	36270023	-0.423000	+	ENSG00000180316
12806	chr6	36270024	1.172000	+	ENSG00000180316
12807	chr6	36270025	-0.806000	+	ENSG00000180316
12808	chr6	36270026	-0.265000	+	ENSG00000180316
12809	chr6	36270027	-1.509000	+	ENSG00000180316
12810	chr6	36270028	-0.735000	+	ENSG00000180316
12811	chr6	36270029	-0.119000	+	ENSG00000180316
12812	chr6	36270030	1.133000	+	ENSG00000180316
12813	chr6	36270031	-1.261000	+	ENSG00000180316
12814	chr6	36270032	-4.327000	+	ENSG00000180316
12815	chr6	36270033	-1.818000	+	ENSG00000180316
12816	chr6	36270034	-3.137000	+	ENSG00000180316
12817	chr6	36270035	-1.136000	+	ENSG00000180316
12818	chr6	36270036	-0.018000	+	ENSG00000180316
12819	chr6	36270037	0.775000	+	ENSG00000180316
12820	chr6	36270038	0.099000	+	ENSG00000180316
12821	chr6	36270039	0.610000	+	ENSG00000180316
12822	chr6	36270040	-0.436000	+	ENSG00000180316
12823	chr6	36270041	-0.703000	+	ENSG00000180316
12824	chr6	36270042	-0.570000	+	ENSG00000180316
12825	chr6	36270043	-1.916000	+	ENSG00000180316
12826	chr6	36270044	0.216000	+	ENSG00000180316
12827	chr6	36270045	-0.276000	+	ENSG00000180316
12828	chr6	36270046	-0.092000	+	ENSG00000180316
12829	chr6	36270047	0.094000	+	ENSG00000180316
12830	chr6	36270048	-3.310000	+	ENSG00000180316
12831	chr6	36270049	0.392000	+	ENSG00000180316
12832	chr6	36270050	-0.316000	+	ENSG00000180316
12833	chr6	36270051	0.639000	+	ENSG00000180316
12834	chr6	36270052	-2.916000	+	ENSG00000180316
12835	chr6	36270053	0.582000	+	ENSG00000180316
12836	chr6	36270054	0.095000	+	ENSG00000180316
12837	chr6	36270055	-0.174000	+	ENSG00000180316
12838	chr6	36270056	0.344000	+	ENSG00000180316
12839	chr6	36270057	-0.301000	+	ENSG00000180316
12840	chr6	36270058	0.044000	+	ENSG00000180316
12841	chr6	36270059	0.688000	+	ENSG00000180316
12842	chr6	36270060	0.324000	+	ENSG00000180316
12843	chr6	36270061	0.565000	+	ENSG00000180316
12844	chr6	36270062	0.061000	+	ENSG00000180316
12845	chr6	36270063	3.325000	+	ENSG00000180316
12846	chr6	36270064	0.358000	+	ENSG00000180316
12847	chr6	36270065	0.269000	+	ENSG00000180316
12848	chr6	36270066	0.267000	+	ENSG00000180316
12849	chr6	36270067	0.666000	+	ENSG00000180316
12850	chr6	36270068	0.328000	+	ENSG00000180316
12851	chr6	36270069	-0.105000	+	ENSG00000180316
12852	chr6	36270070	0.217000	+	ENSG00000180316
12853	chr6	36270071	1.248000	+	ENSG00000180316
12854	chr6	36270072	0.417000	+	ENSG00000180316
12855	chr6	36270073	1.960000	+	ENSG00000180316
12856	chr6	36270074	0.238000	+	ENSG00000180316
12857	chr6	36270075	-0.594000	+	ENSG00000180316
12858	chr6	36270076	-0.204000	+	ENSG00000180316
12859	chr6	36270077	1.055000	+	ENSG00000180316
12860	chr6	36270078	0.033000	+	ENSG00000180316
12861	chr6	36270079	-0.634000	+	ENSG00000180316
12862	chr6	36270080	-1.165000	+	ENSG00000180316
12863	chr6	36270081	-1.204000	+	ENSG00000180316
12864	chr6	36270082	-3.677000	+	ENSG00000180316
12865	chr6	36270083	-0.204000	+	ENSG00000180316
12866	chr6	36270084	0.677000	+	ENSG00000180316
12867	chr6	36270085	0.107000	+	ENSG00000180316
12868	chr6	36270086	1.189000	+	ENSG00000180316
12869	chr6	36270087	0.333000	+	ENSG00000180316
12870	chr6	36270088	0.050000	+	ENSG00000180316
12871	chr6	36270089	0.264000	+	ENSG00000180316
12872	chr6	36270090	0.710000	+	ENSG00000180316
12873	chr6	36270091	-0.159000	+	ENSG00000180316
12874	chr6	36270092	-0.428000	+	ENSG00000180316
12875	chr6	36270093	0.439000	+	ENSG00000180316
12876	chr6	36270094	-0.171000	+	ENSG00000180316
12877	chr6	36270095	-1.921000	+	ENSG00000180316
12878	chr6	36270096	-0.097000	+	ENSG00000180316
12879	chr6	36270097	0.284000	+	ENSG00000180316
12880	chr6	36270098	-0.127000	+	ENSG00000180316
12881	chr6	36270099	-0.137000	+	ENSG00000180316
12882	chr6	36270100	-0.150000	+	ENSG00000180316
12883	chr6	36270101	-0.224000	+	ENSG00000180316
12884	chr6	36270102	1.130000	+	ENSG00000180316
12885	chr6	36270103	0.983000	+	ENSG00000180316
12886	chr6	36270104	-0.067000	+	ENSG00000180316
12887	chr6	36270105	0.424000	+	ENSG00000180316
12888	chr6	36270106	-0.069000	+	ENSG00000180316
12889	chr6	36270107	-0.435000	+	ENSG00000180316
12890	chr6	36270108	0.102000	+	ENSG00000180316
12891	chr6	36270109	-0.774000	+	ENSG00000180316
12892	chr6	36270110	-0.340000	+	ENSG00000180316
12893	chr6	36270111	0.359000	+	ENSG00000180316
12894	chr6	36270112	-1.608000	+	ENSG00000180316
12895	chr6	36270113	-0.259000	+	ENSG00000180316
12896	chr6	36270114	0.163000	+	ENSG00000180316
12897	chr6	36270115	1.133000	+	ENSG00000180316
12898	chr6	36270116	-2.021000	+	ENSG00000180316
12899	chr6	36270117	0.005000	+	ENSG00000180316
12900	chr6	36270118	-0.349000	+	ENSG00000180316
12901	chr6	36270119	-2.544000	+	ENSG00000180316
12902	chr6	36270120	0.615000	+	ENSG00000180316
12903	chr6	36270121	-0.122000	+	ENSG00000180316
12904	chr6	36270122	-1.778000	+	ENSG00000180316
12905	chr6	36270123	-0.358000	+	ENSG00000180316
12906	chr6	36270124	-0.034000	+	ENSG00000180316
12907	chr6	36270125	0.541000	+	ENSG00000180316
12908	chr6	36270126	1.730000	+	ENSG00000180316
12909	chr6	36270127	-0.400000	+	ENSG00000180316
12910	chr6	36270128	-0.464000	+	ENSG00000180316
12911	chr6	36270129	0.074000	+	ENSG00000180316
12912	chr6	36270130	1.401000	+	ENSG00000180316
12913	chr6	36270131	1.773000	+	ENSG00000180316
12914	chr6	36270132	0.304000	+	ENSG00000180316
12915	chr6	36270133	-0.478000	+	ENSG00000180316
12916	chr6	36270134	0.402000	+	ENSG00000180316
12917	chr6	36270135	0.472000	+	ENSG00000180316
12918	chr6	36270136	0.235000	+	ENSG00000180316
12919	chr6	36270137	-2.428000	+	ENSG00000180316
12920	chr6	36270138	-0.142000	+	ENSG00000180316
12921	chr6	36270139	-0.500000	+	ENSG00000180316
12922	chr6	36270140	0.043000	+	ENSG00000180316
12923	chr6	36270141	-0.619000	+	ENSG00000180316
12924	chr6	36270142	0.508000	+	ENSG00000180316
12925	chr6	36270143	0.275000	+	ENSG00000180316
12926	chr6	36270144	-0.091000	+	ENSG00000180316
12927	chr6	36270145	0.104000	+	ENSG00000180316
12928	chr6	36270146	-0.393000	+	ENSG00000180316
12929	chr6	36270147	1.026000	+	ENSG00000180316
12930	chr6	36270148	-0.156000	+	ENSG00000180316
12931	chr6	36270149	0.189000	+	ENSG00000180316
12932	chr6	36270150	0.633000	+	ENSG00000180316
12933	chr6	36270151	-0.379000	+	ENSG00000180316
12934	chr6	36270152	-0.781000	+	ENSG00000180316
12935	chr6	36270153	0.381000	+	ENSG00000180316
12936	chr6	36270154	0.816000	+	ENSG00000180316
12937	chr6	36270155	0.147000	+	ENSG00000180316
12938	chr6	36270156	-1.244000	+	ENSG00000180316
12939	chr6	36270157	0.486000	+	ENSG00000180316
12940	chr6	36270158	-0.569000	+	ENSG00000180316
12941	chr6	36270159	-1.027000	+	ENSG00000180316
12942	chr6	36270160	-0.825000	+	ENSG00000180316
12943	chr6	36270161	-1.830000	+	ENSG00000180316
12944	chr6	36270162	-0.093000	+	ENSG00000180316
12945	chr6	36270163	-0.832000	+	ENSG00000180316
12946	chr6	36270164	-1.462000	+	ENSG00000180316
12947	chr6	36270165	-0.030000	+	ENSG00000180316
12948	chr6	36270166	-0.469000	+	ENSG00000180316
12949	chr6	36270167	0.007000	+	ENSG00000180316
12950	chr6	36270168	-0.500000	+	ENSG00000180316
12951	chr6	36270169	-0.274000	+	ENSG00000180316
12952	chr6	36270170	-1.427000	+	ENSG00000180316
12953	chr6	36270171	-0.690000	+	ENSG00000180316
12954	chr6	36270172	-0.851000	+	ENSG00000180316
12955	chr6	36270173	-0.455000	+	ENSG00000180316
12956	chr6	36270174	0.125000	+	ENSG00000180316
12957	chr6	36270175	-2.223000	+	ENSG00000180316
12958	chr6	36270176	-0.029000	+	ENSG00000180316
12959	chr6	36270177	0.381000	+	ENSG00000180316
12960	chr6	36270178	0.369000	+	ENSG00000180316
12961	chr6	36270179	0.144000	+	ENSG00000180316
12962	chr6	36270180	-6.287000	+	ENSG00000180316
12963	chr6	36270181	-1.350000	+	ENSG00000180316
12964	chr6	36270182	-2.100000	+	ENSG00000180316
12965	chr6	36270183	-0.033000	+	ENSG00000180316
12966	chr6	36270184	-0.050000	+	ENSG00000180316
12967	chr6	36270185	0.531000	+	ENSG00000180316
12968	chr6	36270186	0.286000	+	ENSG00000180316
12969	chr6	36270187	0.158000	+	ENSG00000180316
12970	chr6	36270188	-0.822000	+	ENSG00000180316
12971	chr6	36270189	1.961000	+	ENSG00000180316
12972	chr6	36270190	-0.225000	+	ENSG00000180316
12973	chr6	36270191	0.005000	+	ENSG00000180316
12974	chr6	36270192	0.851000	+	ENSG00000180316
12975	chr6	36270193	-0.169000	+	ENSG00000180316
12976	chr6	36270194	-0.823000	+	ENSG00000180316
12977	chr6	36270195	0.418000	+	ENSG00000180316
12978	chr6	36270196	-1.829000	+	ENSG00000180316
12979	chr6	36270197	-0.027000	+	ENSG00000180316
12980	chr6	36270198	0.734000	+	ENSG00000180316
12981	chr6	36270199	-0.008000	+	ENSG00000180316
12982	chr6	36270200	0.447000	+	ENSG00000180316
12983	chr6	36270201	2.050000	+	ENSG00000180316
12984	chr6	36270202	0.153000	+	ENSG00000180316
12985	chr6	36270203	-0.071000	+	ENSG00000180316
12986	chr6	36270204	0.738000	+	ENSG00000180316
12987	chr6	36270205	-0.242000	+	ENSG00000180316
12988	chr6	36270206	0.417000	+	ENSG00000180316
12989	chr6	36270207	-0.012000	+	ENSG00000180316
12990	chr6	36270208	1.413000	+	ENSG00000180316
12991	chr6	36270209	0.143000	+	ENSG00000180316
12992	chr6	36270210	0.006000	+	ENSG00000180316
12993	chr6	36270211	0.180000	+	ENSG00000180316
12994	chr6	36270212	0.365000	+	ENSG00000180316
12995	chr6	36270213	0.364000	+	ENSG00000180316
12996	chr6	36270214	-1.263000	+	ENSG00000180316
12997	chr6	36270215	-0.290000	+	ENSG00000180316
12998	chr6	36270216	0.092000	+	ENSG00000180316
12999	chr6	36270217	1.165000	+	ENSG00000180316
13000	chr6	36270218	2.602000	+	ENSG00000180316
13001	chr6	36270219	3.864000	+	ENSG00000180316
13002	chr6	36270220	0.463000	+	ENSG00000180316
13003	chr6	36270221	0.210000	+	ENSG00000180316
13004	chr6	36270222	0.531000	+	ENSG00000180316
13005	chr6	36270223	-0.340000	+	ENSG00000180316
13006	chr6	36270224	0.613000	+	ENSG00000180316
13007	chr6	36270225	-0.085000	+	ENSG00000180316
13008	chr6	36270226	-0.960000	+	ENSG00000180316
13009	chr6	36270227	4.004000	+	ENSG00000180316
13010	chr6	36270228	0.650000	+	ENSG00000180316
13011	chr6	36270229	0.319000	+	ENSG00000180316
13012	chr6	36270230	0.047000	+	ENSG00000180316
13013	chr6	36270231	0.096000	+	ENSG00000180316
13014	chr6	36270232	-0.393000	+	ENSG00000180316
13015	chr6	36270233	1.138000	+	ENSG00000180316
13016	chr6	36270234	-0.502000	+	ENSG00000180316
13017	chr6	36270235	-0.540000	+	ENSG00000180316
13018	chr6	36270236	0.075000	+	ENSG00000180316
13019	chr6	36270237	0.591000	+	ENSG00000180316
13020	chr6	36270238	-0.382000	+	ENSG00000180316
13021	chr6	36270239	0.346000	+	ENSG00000180316
13022	chr6	36270240	0.694000	+	ENSG00000180316
13023	chr6	36270241	0.320000	+	ENSG00000180316
13024	chr6	36270242	0.665000	+	ENSG00000180316
13025	chr6	36270243	-0.369000	+	ENSG00000180316
13026	chr6	36270244	1.650000	+	ENSG00000180316
13027	chr6	36270245	4.082000	+	ENSG00000180316
13028	chr6	36270246	2.640000	+	ENSG00000180316
13029	chr6	36274068	0.566000	+	ENSG00000180316
13030	chr6	36274069	1.127000	+	ENSG00000180316
13031	chr6	36274070	-0.388000	+	ENSG00000180316
13032	chr6	36274071	-0.521000	+	ENSG00000180316
13033	chr6	36274072	3.841000	+	ENSG00000180316
13034	chr6	36274073	4.059000	+	ENSG00000180316
13035	chr6	36274074	0.681000	+	ENSG00000180316
13036	chr6	36274075	-0.037000	+	ENSG00000180316
13037	chr6	36274076	-0.299000	+	ENSG00000180316
13038	chr6	36274077	0.312000	+	ENSG00000180316
13039	chr6	36274078	-0.646000	+	ENSG00000180316
13040	chr6	36274079	1.125000	+	ENSG00000180316
13041	chr6	36274080	-0.535000	+	ENSG00000180316
13042	chr6	36274081	-0.355000	+	ENSG00000180316
13043	chr6	36274082	0.011000	+	ENSG00000180316
13044	chr6	36274083	-0.668000	+	ENSG00000180316
13045	chr6	36274084	-0.257000	+	ENSG00000180316
13046	chr6	36274085	0.663000	+	ENSG00000180316
13047	chr6	36274086	0.678000	+	ENSG00000180316
13048	chr6	36274087	0.087000	+	ENSG00000180316
13049	chr6	36274088	-0.291000	+	ENSG00000180316
13050	chr6	36274089	0.614000	+	ENSG00000180316
13051	chr6	36274090	0.250000	+	ENSG00000180316
13052	chr6	36274091	0.540000	+	ENSG00000180316
13053	chr6	36274092	1.005000	+	ENSG00000180316
13054	chr6	36274093	-0.031000	+	ENSG00000180316
13055	chr6	36274094	0.655000	+	ENSG00000180316
13056	chr6	36274095	-0.569000	+	ENSG00000180316
13057	chr6	36274096	-3.958000	+	ENSG00000180316
13058	chr6	36274097	-1.071000	+	ENSG00000180316
13059	chr6	36274098	0.183000	+	ENSG00000180316
13060	chr6	36274099	-0.039000	+	ENSG00000180316
13061	chr6	36274100	-0.080000	+	ENSG00000180316
13062	chr6	36274101	0.697000	+	ENSG00000180316
13063	chr6	36274102	-2.391000	+	ENSG00000180316
13064	chr6	36274103	-2.597000	+	ENSG00000180316
13065	chr6	36274104	1.152000	+	ENSG00000180316
13066	chr6	36274105	-1.414000	+	ENSG00000180316
13067	chr6	36274106	-1.581000	+	ENSG00000180316
13068	chr6	36274107	-1.341000	+	ENSG00000180316
13069	chr6	36274108	-1.195000	+	ENSG00000180316
13070	chr6	36274109	0.421000	+	ENSG00000180316
13071	chr6	36274110	-0.099000	+	ENSG00000180316
13072	chr6	36274111	-1.525000	+	ENSG00000180316
13073	chr6	36274112	1.160000	+	ENSG00000180316
13074	chr6	36274113	-0.051000	+	ENSG00000180316
13075	chr6	36274114	0.393000	+	ENSG00000180316
13076	chr6	36274115	0.673000	+	ENSG00000180316
13077	chr6	36274116	-0.820000	+	ENSG00000180316
13078	chr6	36274117	-0.928000	+	ENSG00000180316
13079	chr6	36274118	0.205000	+	ENSG00000180316
13080	chr6	36274119	0.426000	+	ENSG00000180316
13081	chr6	36274120	-3.967000	+	ENSG00000180316
13082	chr6	36274121	0.067000	+	ENSG00000180316
13083	chr6	36274122	0.010000	+	ENSG00000180316
13084	chr6	36274123	1.696000	+	ENSG00000180316
13085	chr6	36274124	2.370000	+	ENSG00000180316
13086	chr6	36274125	2.372000	+	ENSG00000180316
13087	chr6	36274126	1.804000	+	ENSG00000180316
13088	chr6	36274127	0.130000	+	ENSG00000180316
13089	chr6	36274128	1.038000	+	ENSG00000180316
13090	chr6	36274129	0.624000	+	ENSG00000180316
13091	chr6	36274130	-0.350000	+	ENSG00000180316
13092	chr6	36274131	1.158000	+	ENSG00000180316
13093	chr6	36274132	-0.615000	+	ENSG00000180316
13094	chr6	36274133	-1.094000	+	ENSG00000180316
13095	chr6	36274134	-1.365000	+	ENSG00000180316
13096	chr6	36274135	0.625000	+	ENSG00000180316
13097	chr6	36274136	0.475000	+	ENSG00000180316
13098	chr6	36274137	0.387000	+	ENSG00000180316
13099	chr6	36274138	0.670000	+	ENSG00000180316
13100	chr6	36274139	0.089000	+	ENSG00000180316
13101	chr6	36274140	0.141000	+	ENSG00000180316
13102	chr6	36274141	1.803000	+	ENSG00000180316
13103	chr6	36274142	0.338000	+	ENSG00000180316
13104	chr6	36274143	3.210000	+	ENSG00000180316
13105	chr6	36274144	-0.768000	+	ENSG00000180316
13106	chr6	36274145	-2.286000	+	ENSG00000180316
13107	chr6	36274146	-1.779000	+	ENSG00000180316
13108	chr6	36274147	-5.463000	+	ENSG00000180316
13109	chr6	36274148	0.714000	+	ENSG00000180316
13110	chr6	36274149	-0.362000	+	ENSG00000180316
13111	chr6	36274150	-0.256000	+	ENSG00000180316
13112	chr6	36274151	-0.424000	+	ENSG00000180316
13113	chr6	36274152	-3.405000	+	ENSG00000180316
13114	chr6	36274153	2.609000	+	ENSG00000180316
13115	chr6	36275363	2.675000	+	ENSG00000180316
13116	chr6	36275364	1.802000	+	ENSG00000180316
13117	chr6	36275365	-0.055000	+	ENSG00000180316
13118	chr6	36275366	-0.733000	+	ENSG00000180316
13119	chr6	36275367	0.265000	+	ENSG00000180316
13120	chr6	36275368	0.780000	+	ENSG00000180316
13121	chr6	36275369	0.336000	+	ENSG00000180316
13122	chr6	36275370	0.311000	+	ENSG00000180316
13123	chr6	36275371	1.914000	+	ENSG00000180316
13124	chr6	36275372	-0.505000	+	ENSG00000180316
13125	chr6	36275373	0.019000	+	ENSG00000180316
13126	chr6	36275374	0.391000	+	ENSG00000180316
13127	chr6	36275375	-0.449000	+	ENSG00000180316
13128	chr6	36275376	1.340000	+	ENSG00000180316
13129	chr6	36275377	-0.101000	+	ENSG00000180316
13130	chr6	36275378	0.165000	+	ENSG00000180316
13131	chr6	36275379	2.888000	+	ENSG00000180316
13132	chr6	36275380	4.137000	+	ENSG00000180316
13133	chr6	36275381	0.092000	+	ENSG00000180316
13134	chr6	36275382	-0.156000	+	ENSG00000180316
13135	chr6	36275383	0.464000	+	ENSG00000180316
13136	chr6	36275384	-0.044000	+	ENSG00000180316
13137	chr6	36275385	-0.126000	+	ENSG00000180316
13138	chr6	36275386	-0.023000	+	ENSG00000180316
13139	chr6	36275387	-0.820000	+	ENSG00000180316
13140	chr6	36275388	0.473000	+	ENSG00000180316
13141	chr6	36275389	1.992000	+	ENSG00000180316
13142	chr6	36275390	0.925000	+	ENSG00000180316
13143	chr6	36275391	-0.051000	+	ENSG00000180316
13144	chr6	36275392	-0.647000	+	ENSG00000180316
13145	chr6	36275393	0.460000	+	ENSG00000180316
13146	chr6	36275394	1.871000	+	ENSG00000180316
13147	chr6	36275395	-0.693000	+	ENSG00000180316
13148	chr6	36275396	-0.266000	+	ENSG00000180316
13149	chr6	36275397	4.137000	+	ENSG00000180316
13150	chr6	36275398	1.833000	+	ENSG00000180316
13151	chr6	36275399	0.565000	+	ENSG00000180316
13152	chr6	36275400	-0.826000	+	ENSG00000180316
13153	chr6	36275401	0.498000	+	ENSG00000180316
13154	chr6	36275402	-3.336000	+	ENSG00000180316
13155	chr6	36275403	0.886000	+	ENSG00000180316
13156	chr6	36275404	3.546000	+	ENSG00000180316
13157	chr6	36275405	0.408000	+	ENSG00000180316
13158	chr6	36275406	1.430000	+	ENSG00000180316
13159	chr6	36275407	0.728000	+	ENSG00000180316
13160	chr6	36275408	1.333000	+	ENSG00000180316
13161	chr6	36275409	4.137000	+	ENSG00000180316
13162	chr6	36275410	0.034000	+	ENSG00000180316
13163	chr6	36275411	2.899000	+	ENSG00000180316
13164	chr6	36275412	2.192000	+	ENSG00000180316
13165	chr6	36275413	-0.709000	+	ENSG00000180316
13166	chr6	36275414	1.812000	+	ENSG00000180316
13167	chr6	36275415	4.072000	+	ENSG00000180316
13168	chr6	36275416	1.723000	+	ENSG00000180316
13169	chr6	36275417	-0.184000	+	ENSG00000180316
13170	chr6	36275418	1.338000	+	ENSG00000180316
13171	chr6	36275419	0.108000	+	ENSG00000180316
13172	chr6	36275420	-0.128000	+	ENSG00000180316
13173	chr6	36275421	2.569000	+	ENSG00000180316
13174	chr6	36275422	2.682000	+	ENSG00000180316
13175	chr6	36275423	0.521000	+	ENSG00000180316
13176	chr6	36275424	0.707000	+	ENSG00000180316
13177	chr6	36275425	1.299000	+	ENSG00000180316
13178	chr6	36275426	-0.212000	+	ENSG00000180316
13179	chr6	36275427	0.781000	+	ENSG00000180316
13180	chr6	36275428	-0.031000	+	ENSG00000180316
13181	chr6	36275429	-0.005000	+	ENSG00000180316
13182	chr6	36275430	-0.167000	+	ENSG00000180316
13183	chr6	36275431	0.846000	+	ENSG00000180316
13184	chr6	36275432	0.186000	+	ENSG00000180316
13185	chr6	36275433	-1.308000	+	ENSG00000180316
13186	chr6	36275434	0.750000	+	ENSG00000180316
13187	chr6	36275435	2.084000	+	ENSG00000180316
13188	chr6	36275436	0.760000	+	ENSG00000180316
13189	chr6	36275437	2.888000	+	ENSG00000180316
13190	chr6	36275438	0.105000	+	ENSG00000180316
13191	chr6	36275439	2.680000	+	ENSG00000180316
13192	chr6	36275440	-0.141000	+	ENSG00000180316
13193	chr6	36275441	0.661000	+	ENSG00000180316
13194	chr6	36275442	1.319000	+	ENSG00000180316
13195	chr6	36275443	0.482000	+	ENSG00000180316
13196	chr6	36275444	0.166000	+	ENSG00000180316
13197	chr6	36275445	3.546000	+	ENSG00000180316
13198	chr6	36275446	0.861000	+	ENSG00000180316
13199	chr6	36275447	-0.019000	+	ENSG00000180316
13200	chr6	36275448	-0.229000	+	ENSG00000180316
13201	chr6	36275449	-0.152000	+	ENSG00000180316
13202	chr6	36275450	-0.179000	+	ENSG00000180316
13203	chr6	36275451	0.198000	+	ENSG00000180316
13204	chr6	36275452	1.421000	+	ENSG00000180316
13205	chr6	36275453	0.842000	+	ENSG00000180316
